time,flow,PHS_frp,NIT_nit
2016-06-18 00:00,0.183,0.502667391,89.9626087
2016-06-19 00:00,0.781,0.504707609,88.8123913
2016-06-20 00:00,0.507,0.506747826,87.66217391
2016-06-21 00:00,0.293,0.508788043,86.51195652
2016-06-22 00:00,0.228,0.510828261,85.36173913
2016-06-23 00:00,0.19,0.512868478,84.21152174
2016-06-24 00:00,0.181,0.514908696,83.06130435
2016-06-25 00:00,0.196,0.516948913,81.91108696
2016-06-26 00:00,0.165,0.51898913,80.76086957
2016-06-27 00:00,0.146,0.521029348,79.61065217
2016-06-28 00:00,0.137,0.523069565,78.46043478
2016-06-29 00:00,0.134,0.525109783,77.31021739
2016-06-30 00:00,0.128,0.52715,76.16
2016-07-01 00:00,0.134,0.529190217,75.00978261
2016-07-02 00:00,0.123,0.531230435,73.85956522
2016-07-03 00:00,0.116,0.533270652,72.70934783
2016-07-04 00:00,0.123,0.53531087,71.55913043
2016-07-05 00:00,0.121,0.537351087,70.40891304
2016-07-06 00:00,0.113,0.539391304,69.25869565
2016-07-07 00:00,0.185,0.541431522,68.10847826
2016-07-08 00:00,0.345,0.543471739,66.95826087
2016-07-09 00:00,0.57,0.545511957,65.80804348
2016-07-10 00:00,0.734,0.547552174,64.65782609
2016-07-11 00:00,0.492,0.549592391,63.5076087
2016-07-12 00:00,0.324,0.551632609,62.3573913
2016-07-13 00:00,0.264,0.553672826,61.20717391
2016-07-14 00:00,0.211,0.555713043,60.05695652
2016-07-15 00:00,0.254,0.557753261,58.90673913
2016-07-16 00:00,0.223,0.559793478,57.75652174
2016-07-17 00:00,0.196,0.561833696,56.60630435
2016-07-18 00:00,0.182,0.563873913,55.45608696
2016-07-19 00:00,0.163,0.56591413,54.30586957
2016-07-20 00:00,0.599,0.567954348,53.15565217
2016-07-21 00:00,0.282,0.569994565,52.00543478
2016-07-22 00:00,0.246,0.572034783,50.85521739
2016-07-23 00:00,0.212,0.574075,49.705
2016-07-24 00:00,0.448,0.576115217,48.55478261
2016-07-25 00:00,0.386,0.578155435,47.40456522
2016-07-26 00:00,0.282,0.580195652,46.25434783
2016-07-27 00:00,0.242,0.58223587,45.10413043
2016-07-28 00:00,0.212,0.584276087,43.95391304
2016-07-29 00:00,0.193,0.586316304,42.80369565
2016-07-30 00:00,0.175,0.588356522,41.65347826
2016-07-31 00:00,0.161,0.590396739,40.50326087
2016-08-01 00:00,0.15,0.592436957,39.35304348
2016-08-02 00:00,0.407,0.594477174,38.20282609
2016-08-03 00:00,0.746,0.596517391,37.0526087
2016-08-04 00:00,0.406,0.598557609,35.9023913
2016-08-05 00:00,0.303,0.600597826,34.75217391
2016-08-06 00:00,0.286,0.602638043,33.60195652
2016-08-07 00:00,0.294,0.604678261,32.45173913
2016-08-08 00:00,0.261,0.606718478,31.30152174
2016-08-09 00:00,0.222,0.608758696,30.15130435
2016-08-10 00:00,0.276,0.610798913,29.00108696
2016-08-11 00:00,0.368,0.61283913,27.85086957
2016-08-12 00:00,0.408,0.614879348,26.70065217
2016-08-13 00:00,0.363,0.616919565,25.55043478
2016-08-14 00:00,0.283,0.618959783,24.40021739
2016-08-15 00:00,0.246,0.621,23.25
2016-08-16 00:00,0.221,0.620119565,23.09643478
2016-08-17 00:00,0.196,0.61923913,22.94286957
2016-08-18 00:00,0.183,0.618358696,22.78930435
2016-08-19 00:00,0.207,0.617478261,22.63573913
2016-08-20 00:00,0.258,0.616597826,22.48217391
2016-08-21 00:00,0.229,0.615717391,22.3286087
2016-08-22 00:00,0.191,0.614836957,22.17504348
2016-08-23 00:00,0.172,0.613956522,22.02147826
2016-08-24 00:00,0.16,0.613076087,21.86791304
2016-08-25 00:00,0.158,0.612195652,21.71434783
2016-08-26 00:00,0.156,0.611315217,21.56078261
2016-08-27 00:00,0.147,0.610434783,21.40721739
2016-08-28 00:00,0.15,0.609554348,21.25365217
2016-08-29 00:00,0.141,0.608673913,21.10008696
2016-08-30 00:00,0.132,0.607793478,20.94652174
2016-08-31 00:00,0.139,0.606913043,20.79295652
2016-09-01 00:00,0.158,0.606032609,20.6393913
2016-09-02 00:00,0.195,0.605152174,20.48582609
2016-09-03 00:00,0.17,0.604271739,20.33226087
2016-09-04 00:00,0.181,0.603391304,20.17869565
2016-09-05 00:00,0.18,0.60251087,20.02513043
2016-09-06 00:00,0.354,0.601630435,19.87156522
2016-09-07 00:00,0.316,0.60075,19.718
2016-09-08 00:00,0.864,0.599869565,19.56443478
2016-09-09 00:00,1.49,0.59898913,19.41086957
2016-09-10 00:00,0.826,0.598108696,19.25730435
2016-09-11 00:00,0.52,0.597228261,19.10373913
2016-09-12 00:00,0.417,0.596347826,18.95017391
2016-09-13 00:00,0.393,0.595467391,18.7966087
2016-09-14 00:00,0.348,0.594586957,18.64304348
2016-09-15 00:00,0.324,0.593706522,18.48947826
2016-09-16 00:00,0.322,0.592826087,18.33591304
2016-09-17 00:00,0.273,0.591945652,18.18234783
2016-09-18 00:00,0.251,0.591065217,18.02878261
2016-09-19 00:00,0.211,0.590184783,17.87521739
2016-09-20 00:00,0.204,0.589304348,17.72165217
2016-09-21 00:00,0.22,0.588423913,17.56808696
2016-09-22 00:00,0.217,0.587543478,17.41452174
2016-09-23 00:00,0.209,0.586663043,17.26095652
2016-09-24 00:00,0.337,0.585782609,17.1073913
2016-09-25 00:00,0.291,0.584902174,16.95382609
2016-09-26 00:00,0.514,0.584021739,16.80026087
2016-09-27 00:00,0.612,0.583141304,16.64669565
2016-09-28 00:00,1.407,0.58226087,16.49313043
2016-09-29 00:00,1.139,0.581380435,16.33956522
2016-09-30 00:00,0.713,0.5805,16.186
2016-10-01 00:00,0.544,0.579619565,16.03243478
2016-10-02 00:00,0.456,0.57873913,15.87886957
2016-10-03 00:00,0.396,0.577858696,15.72530435
2016-10-04 00:00,0.353,0.576978261,15.57173913
2016-10-05 00:00,0.317,0.576097826,15.41817391
2016-10-06 00:00,0.29,0.575217391,15.2646087
2016-10-07 00:00,0.264,0.574336957,15.11104348
2016-10-08 00:00,0.255,0.573456522,14.95747826
2016-10-09 00:00,0.248,0.572576087,14.80391304
2016-10-10 00:00,0.231,0.571695652,14.65034783
2016-10-11 00:00,0.231,0.570815217,14.49678261
2016-10-12 00:00,0.225,0.569934783,14.34321739
2016-10-13 00:00,0.275,0.569054348,14.18965217
2016-10-14 00:00,0.496,0.568173913,14.03608696
2016-10-15 00:00,0.559,0.567293478,13.88252174
2016-10-16 00:00,0.409,0.566413043,13.72895652
2016-10-17 00:00,0.531,0.565532609,13.5753913
2016-10-18 00:00,0.647,0.564652174,13.42182609
2016-10-19 00:00,0.442,0.563771739,13.26826087
2016-10-20 00:00,0.38,0.562891304,13.11469565
2016-10-21 00:00,0.346,0.56201087,12.96113043
2016-10-22 00:00,0.362,0.561130435,12.80756522
2016-10-23 00:00,0.419,0.56025,12.654
2016-10-24 00:00,0.394,0.559369565,12.50043478
2016-10-25 00:00,0.348,0.55848913,12.34686957
2016-10-26 00:00,0.325,0.557608696,12.19330435
2016-10-27 00:00,0.355,0.556728261,12.03973913
2016-10-28 00:00,0.329,0.555847826,11.88617391
2016-10-29 00:00,0.313,0.554967391,11.7326087
2016-10-30 00:00,0.299,0.554086957,11.57904348
2016-10-31 00:00,0.331,0.553206522,11.42547826
2016-11-01 00:00,0.318,0.552326087,11.27191304
2016-11-02 00:00,0.285,0.551445652,11.11834783
2016-11-03 00:00,0.294,0.550565217,10.96478261
2016-11-04 00:00,0.295,0.549684783,10.81121739
2016-11-05 00:00,0.281,0.548804348,10.65765217
2016-11-06 00:00,0.27,0.547923913,10.50408696
2016-11-07 00:00,0.245,0.547043478,10.35052174
2016-11-08 00:00,0.246,0.546163043,10.19695652
2016-11-09 00:00,0.268,0.545282609,10.0433913
2016-11-10 00:00,0.315,0.544402174,9.889826087
2016-11-11 00:00,0.523,0.543521739,9.73626087
2016-11-12 00:00,0.747,0.542641304,9.582695652
2016-11-13 00:00,0.677,0.54176087,9.429130435
2016-11-14 00:00,0.641,0.540880435,9.275565217
2016-11-15 00:00,0.566,0.54,9.122
2016-11-16 00:00,1.325,0.543826087,11.92685652
2016-11-17 00:00,2.03,0.547652174,14.73171304
2016-11-18 00:00,1.087,0.551478261,17.53656957
2016-11-19 00:00,0.824,0.555304348,20.34142609
2016-11-20 00:00,0.658,0.559130435,23.14628261
2016-11-21 00:00,0.575,0.562956522,25.95113913
2016-11-22 00:00,0.596,0.566782609,28.75599565
2016-11-23 00:00,0.49,0.570608696,31.56085217
2016-11-24 00:00,0.439,0.574434783,34.3657087
2016-11-25 00:00,0.404,0.57826087,37.17056522
2016-11-26 00:00,0.396,0.582086957,39.97542174
2016-11-27 00:00,0.379,0.585913043,42.78027826
2016-11-28 00:00,0.355,0.58973913,45.58513478
2016-11-29 00:00,0.334,0.593565217,48.3899913
2016-11-30 00:00,0.315,0.597391304,51.19484783
2016-12-01 00:00,0.296,0.601217391,53.99970435
2016-12-02 00:00,0.283,0.605043478,56.80456087
2016-12-03 00:00,0.273,0.608869565,59.60941739
2016-12-04 00:00,0.26,0.612695652,62.41427391
2016-12-05 00:00,0.214,0.616521739,65.21913043
2016-12-06 00:00,0.264,0.620347826,68.02398696
2016-12-07 00:00,0.313,0.624173913,70.82884348
2016-12-08 00:00,0.279,0.628,73.6337
2016-12-09 00:00,0.351,0.631826087,76.43855652
2016-12-10 00:00,0.326,0.635652174,79.24341304
2016-12-11 00:00,0.288,0.639478261,82.04826957
2016-12-12 00:00,0.272,0.643304348,84.85312609
2016-12-13 00:00,0.265,0.647130435,87.65798261
2016-12-14 00:00,0.264,0.650956522,90.46283913
2016-12-15 00:00,0.262,0.654782609,93.26769565
2016-12-16 00:00,0.342,0.658608696,96.07255217
2016-12-17 00:00,0.316,0.662434783,98.8774087
2016-12-18 00:00,0.313,0.66626087,101.6822652
2016-12-19 00:00,0.291,0.670086957,104.4871217
2016-12-20 00:00,0.369,0.673913043,107.2919783
2016-12-21 00:00,0.776,0.67773913,110.0968348
2016-12-22 00:00,1.81,0.681565217,112.9016913
2016-12-23 00:00,3.798,0.685391304,115.7065478
2016-12-24 00:00,3.223,0.689217391,118.5114043
2016-12-25 00:00,2.297,0.693043478,121.3162609
2016-12-26 00:00,2.116,0.696869565,124.1211174
2016-12-27 00:00,1.561,0.700695652,126.9259739
2016-12-28 00:00,1.123,0.704521739,129.7308304
2016-12-29 00:00,0.908,0.708347826,132.535687
2016-12-30 00:00,0.771,0.712173913,135.3405435
2016-12-31 00:00,0.744,0.716,138.1454
2017-01-01 00:00,0.629,0.716,138.1454
2017-01-02 00:00,0.553,0.713905926,138.0781748
2017-01-03 00:00,0.504,0.711811852,138.0109496
2017-01-04 00:00,0.442,0.709717778,137.9437244
2017-01-05 00:00,0.406,0.707623704,137.8764993
2017-01-06 00:00,0.397,0.70552963,137.8092741
2017-01-07 00:00,0.367,0.703435556,137.7420489
2017-01-08 00:00,0.364,0.701341481,137.6748237
2017-01-09 00:00,0.677,0.699247407,137.6075985
2017-01-10 00:00,0.53,0.697153333,137.5403733
2017-01-11 00:00,0.507,0.695059259,137.4731481
2017-01-12 00:00,0.44,0.692965185,137.405923
2017-01-13 00:00,0.389,0.690871111,137.3386978
2017-01-14 00:00,0.376,0.688777037,137.2714726
2017-01-15 00:00,0.497,0.686682963,137.2042474
2017-01-16 00:00,0.428,0.684588889,137.1370222
2017-01-17 00:00,0.39,0.682494815,137.069797
2017-01-18 00:00,0.366,0.680400741,137.0025719
2017-01-19 00:00,0.344,0.678306667,136.9353467
2017-01-20 00:00,0.334,0.676212593,136.8681215
2017-01-21 00:00,0.313,0.674118519,136.8008963
2017-01-22 00:00,0.299,0.672024444,136.7336711
2017-01-23 00:00,0.286,0.66993037,136.6664459
2017-01-24 00:00,0.318,0.667836296,136.5992207
2017-01-25 00:00,0.318,0.665742222,136.5319956
2017-01-26 00:00,0.278,0.663648148,136.4647704
2017-01-27 00:00,0.27,0.661554074,136.3975452
2017-01-28 00:00,0.413,0.65946,136.33032
2017-01-29 00:00,0.391,0.657365926,136.2630948
2017-01-30 00:00,0.349,0.655271852,136.1958696
2017-01-31 00:00,0.609,0.653177778,136.1286444
2017-02-01 00:00,0.493,0.651083704,136.0614193
2017-02-02 00:00,0.464,0.64898963,135.9941941
2017-02-03 00:00,0.434,0.646895556,135.9269689
2017-02-04 00:00,1.063,0.644801481,135.8597437
2017-02-05 00:00,0.781,0.642707407,135.7925185
2017-02-06 00:00,0.859,0.640613333,135.7252933
2017-02-07 00:00,1.499,0.638519259,135.6580681
2017-02-08 00:00,1.134,0.636425185,135.590843
2017-02-09 00:00,0.87,0.634331111,135.5236178
2017-02-10 00:00,0.727,0.632237037,135.4563926
2017-02-11 00:00,0.676,0.630142963,135.3891674
2017-02-12 00:00,0.635,0.628048889,135.3219422
2017-02-13 00:00,0.729,0.625954815,135.254717
2017-02-14 00:00,0.648,0.623860741,135.1874919
2017-02-15 00:00,0.557,0.621766667,135.1202667
2017-02-16 00:00,0.556,0.619672593,135.0530415
2017-02-17 00:00,0.495,0.617578519,134.9858163
2017-02-18 00:00,0.496,0.615484444,134.9185911
2017-02-19 00:00,0.452,0.61339037,134.8513659
2017-02-20 00:00,0.418,0.611296296,134.7841407
2017-02-21 00:00,0.428,0.609202222,134.7169156
2017-02-22 00:00,0.452,0.607108148,134.6496904
2017-02-23 00:00,0.805,0.605014074,134.5824652
2017-02-24 00:00,1.893,0.60292,134.51524
2017-02-25 00:00,4.53,0.600825926,134.4480148
2017-02-26 00:00,3.896,0.598731852,134.3807896
2017-02-27 00:00,2.058,0.596637778,134.3135644
2017-02-28 00:00,1.359,0.594543704,134.2463393
2017-03-01 00:00,0.992,0.59244963,134.1791141
2017-03-02 00:00,0.775,0.590355556,134.1118889
2017-03-03 00:00,0.772,0.588261481,134.0446637
2017-03-04 00:00,1.704,0.586167407,133.9774385
2017-03-05 00:00,1.341,0.584073333,133.9102133
2017-03-06 00:00,1.051,0.581979259,133.8429881
2017-03-07 00:00,1.115,0.579885185,133.775763
2017-03-08 00:00,1.263,0.577791111,133.7085378
2017-03-09 00:00,1.168,0.575697037,133.6413126
2017-03-10 00:00,0.921,0.573602963,133.5740874
2017-03-11 00:00,0.849,0.571508889,133.5068622
2017-03-12 00:00,0.734,0.569414815,133.439637
2017-03-13 00:00,0.64,0.567320741,133.3724119
2017-03-14 00:00,0.597,0.565226667,133.3051867
2017-03-15 00:00,0.53,0.563132593,133.2379615
2017-03-16 00:00,0.502,0.561038519,133.1707363
2017-03-17 00:00,0.514,0.558944444,133.1035111
2017-03-18 00:00,0.53,0.55685037,133.0362859
2017-03-19 00:00,0.563,0.554756296,132.9690607
2017-03-20 00:00,0.63,0.552662222,132.9018356
2017-03-21 00:00,0.82,0.550568148,132.8346104
2017-03-22 00:00,0.695,0.548474074,132.7673852
2017-03-23 00:00,0.591,0.54638,132.70016
2017-03-24 00:00,0.516,0.544285926,132.6329348
2017-03-25 00:00,0.46,0.542191852,132.5657096
2017-03-26 00:00,0.418,0.540097778,132.4984844
2017-03-27 00:00,0.385,0.538003704,132.4312593
2017-03-28 00:00,0.363,0.53590963,132.3640341
2017-03-29 00:00,0.421,0.533815556,132.2968089
2017-03-30 00:00,0.852,0.531721481,132.2295837
2017-03-31 00:00,0.933,0.529627407,132.1623585
2017-04-01 00:00,0.58,0.527533333,132.0951333
2017-04-02 00:00,0.481,0.525439259,132.0279081
2017-04-03 00:00,0.456,0.523345185,131.960683
2017-04-04 00:00,0.41,0.521251111,131.8934578
2017-04-05 00:00,0.367,0.519157037,131.8262326
2017-04-06 00:00,0.324,0.517062963,131.7590074
2017-04-07 00:00,0.311,0.514968889,131.6917822
2017-04-08 00:00,0.295,0.512874815,131.624557
2017-04-09 00:00,0.279,0.510780741,131.5573319
2017-04-10 00:00,0.26,0.508686667,131.4901067
2017-04-11 00:00,0.251,0.506592593,131.4228815
2017-04-12 00:00,0.235,0.504498519,131.3556563
2017-04-13 00:00,0.223,0.502404444,131.2884311
2017-04-14 00:00,0.215,0.50031037,131.2212059
2017-04-15 00:00,0.204,0.498216296,131.1539807
2017-04-16 00:00,0.203,0.496122222,131.0867556
2017-04-17 00:00,0.194,0.494028148,131.0195304
2017-04-18 00:00,0.186,0.491934074,130.9523052
2017-04-19 00:00,0.179,0.48984,130.88508
2017-04-20 00:00,0.172,0.487745926,130.8178548
2017-04-21 00:00,0.167,0.485651852,130.7506296
2017-04-22 00:00,0.161,0.483557778,130.6834044
2017-04-23 00:00,0.159,0.481463704,130.6161793
2017-04-24 00:00,0.163,0.47936963,130.5489541
2017-04-25 00:00,0.157,0.477275556,130.4817289
2017-04-26 00:00,0.147,0.475181481,130.4145037
2017-04-27 00:00,0.145,0.473087407,130.3472785
2017-04-28 00:00,0.141,0.470993333,130.2800533
2017-04-29 00:00,0.137,0.468899259,130.2128281
2017-04-30 00:00,0.133,0.466805185,130.145603
2017-05-01 00:00,0.116,0.464711111,130.0783778
2017-05-02 00:00,0.116,0.462617037,130.0111526
2017-05-03 00:00,0.118,0.460522963,129.9439274
2017-05-04 00:00,0.118,0.458428889,129.8767022
2017-05-05 00:00,0.115,0.456334815,129.809477
2017-05-06 00:00,0.112,0.454240741,129.7422519
2017-05-07 00:00,0.099,0.452146667,129.6750267
2017-05-08 00:00,0.101,0.450052593,129.6078015
2017-05-09 00:00,0.106,0.447958519,129.5405763
2017-05-10 00:00,0.107,0.445864444,129.4733511
2017-05-11 00:00,0.104,0.44377037,129.4061259
2017-05-12 00:00,0.102,0.441676296,129.3389007
2017-05-13 00:00,0.111,0.439582222,129.2716756
2017-05-14 00:00,0.11,0.437488148,129.2044504
2017-05-15 00:00,0.144,0.431259783,129.1372252
2017-05-16 00:00,0.139,0.4333,129.07
2017-05-17 00:00,0.099,0.435340217,127.9197826
2017-05-18 00:00,0.096,0.437380435,126.7695652
2017-05-19 00:00,0.094,0.439420652,125.6193478
2017-05-20 00:00,0.119,0.44146087,124.4691304
2017-05-21 00:00,0.153,0.443501087,123.318913
2017-05-22 00:00,0.17,0.445541304,122.1686957
2017-05-23 00:00,0.159,0.447581522,121.0184783
2017-05-24 00:00,0.123,0.449621739,119.8682609
2017-05-25 00:00,0.112,0.451661957,118.7180435
2017-05-26 00:00,0.102,0.453702174,117.5678261
2017-05-27 00:00,0.097,0.455742391,116.4176087
2017-05-28 00:00,0.092,0.457782609,115.2673913
2017-05-29 00:00,0.097,0.459822826,114.1171739
2017-05-30 00:00,0.094,0.461863043,112.9669565
2017-05-31 00:00,0.083,0.463903261,111.8167391
2017-06-01 00:00,0.088,0.465943478,110.6665217
2017-06-02 00:00,0.094,0.467983696,109.5163043
2017-06-03 00:00,0.094,0.470023913,108.366087
